id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
640,60Hz,Màn hình chống lóa LCD,1920x1080,14 inch,,4GB,256GB SSD,  Multi-touch touchpad,3 Cells 48WHr,,False,i3-10110U,Nhôm - Nhựa,1.514 kg,32.53 x 23.29 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 10 Home SL,Windows 10 Home SL,"Loa tích hợp
Micrô dãy tích hợp",640,"Laptop Asus ExpertBook P2451FA-EK3299T, i3-10110U/4GB/256GB-SSD/14.0FHD/W10SL/ĐEN - Chính hãng"
641,165Hz,"Tỉ lệ 16:9, IPS Non-Glare, NanoEdge, 165Hz/3ms, Adaptive-Sync, 100% DCI-P3, 300 nits",2560x1440,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,4 Cell 90WHrs,,False,R7 - 6800H,Vỏ nhựa - nắp lưng bằng kim loại,2.30 Kg,"35.4 x 25.9 x 2.26 ~ 2.72 cm
2.30 kg",,,"Wi-Fi 6E
Bluetooth v5.2",False,"Wi-Fi 6E
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"4-speaker system with Smart Amplifier Technology, Dolby Atmos",641,"Laptop Gaming Asus ROG Strix G15 G513RM-HQ055W, R7-6800H/16GB/512GB/RTX3060/15.6WQHD/Win11 - Chính hãng"
642,60Hz,Tấm nền IPS,1920x1200,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 50WHrs, 3S1P",,False,R7 - 5800H,Vỏ nhựa,1.6kg,31.71 x 22.20 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6
Bluetooth v5.0",True,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,Asus SonicMaster,642,"Laptop ASUS Vivobook 14X M1403QA-LY024W, R7-5800H/8GB/512GB/14.0-WUXGA/Win11/SILVER - Chính hãng"
643,90Hz,"Độ sáng 600 nits
Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Low Blue Light
Màn hình OLED
1.07 tỷ màu",2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell, 75WHrs",,False,i5 - 1240P,Vỏ kim loại,1.39kg,31.36 x 22.06 x 1.69 cm,,,"Bluetooth v5.2
Wi-Fi 6E",False,"Bluetooth v5.2
Wi-Fi 6E",,,,Windows 11 Home,Windows 11 Home,"Công nghệ Smart AMP, Audio by Harman/Kardon",643,"Laptop ASUS Zenbook 14 UX3402ZA-KM220W (i5-1240P/8GB/512GB/14"" OLED 2.8K/Windows 11) - Chính hãng"
644,60Hz,"16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, 82 ％ Screen-to-body ratio",1920x1080,14 inch,,8GB,512GB SSD, Backlit Chiclet Keyboard ,"3-cell Li-ion, 42 Wh",,False,R7 - 5700U,Vỏ kim loại,1.5Kg,32.40 x 22.00 x 1.82 ~ 1.82 cm,,,"Bluetooth v5.0
Wi-Fi 6",False,"Bluetooth v5.0
Wi-Fi 6",,Cảm ứng đa điểm,,Windows 11 Home SL,Windows 11 Home SL,Harman Kardon speakers,644,"Laptop Asus VivoBook Flip 14 TM420UA-EC182W (R7-5700U/8GB/512GB/14"" FHD/Cảm ứng/Windows 11) - Chính hãng"
645,144Hz,"Value IPS-level, 45.00% NTSC, 62.50 SRGB, anti-glare display",1920x1080,17 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell Li-ion, 56 Wh",,False,R7 - 6800H,"Vỏ nhựa, nắp lưng bằng kim loại",2.6 kg,39.5 x 26.4 x 2.29 ~ 2.54 cm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,Dolby Atmos,645,"Laptop ASUS TUF Gaming A17 FA707RC-HX130W, R7-6800H/8GB/512GB/RTX3050/17.3FHD144Hz/Win11/Jaeger Gray - Chính hãng"
646,144Hz,"IPS Non-Glare, NanoEdge, Adaptive-Sync, 63% sRGB",1920x1080,15 inch,,8GB,512GB SSD,  Multi-touch touchpad,4 Cell 56WHrs,,False,R7 - 6800H,Vỏ nhựa - nắp lưng bằng kim loại,2.1 kg,35.4 x 25.9 x 2.26 ~ 2.72 (cm),,,"802.11ax Wi-Fi 6
v5.1",False,"802.11ax Wi-Fi 6
v5.1",,,,Windows 11 Home,Windows 11 Home,"4-speaker system with Smart Amplifier Technology, Dolby Atmos",646,Laptop Gaming Asus Rog Strix G15 G513RC HN038W - R7-6800H/8GB/512GB/4GB RTX3050/15.6 FHD/WIN11/XÁM - Chính hãng
647,60Hz,"Công nghệ LCD,
Độ phủ màu 45% NTSC",1920x1200,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,3 cell 50WHrs,,False,i3 - 1220P,Vỏ kim loại,1.6 kg,"31.71 x 22.20 x 1.99 ~ 1.99 cm,1.60 kg",,,"Wi-Fi 6
Bluetooth 5",False,"Wi-Fi 6
Bluetooth 5",,,,Windows 11 Home,Windows 11 Home,Hệ thống âm thanh SonicMaster,647,"Laptop ASUS Vivobook 14X A1403ZA-LY072W (i3-1220P/8GB/256GB/14"" WUXGA/Windows 11) - Chính hãng"
648,144Hz,"Chống chói Anti Glare
Công nghệ IPS
Adaptive-Sync
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell Li-ion, 56 Wh",,False,i7 - 12700H,Vỏ nhựa,2.3kg,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - Nặng 2.2 kg,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,"Hi-Res certification
Dolby Atmos",648,"Laptop Asus TUF Gaming FX507ZC - HN124W - i7 12700H/8GB/512GB/15.6""FHD/RTX 3050 4GB/Win11 - Chính hãng"
649,144Hz,"Tấm nền IPS
Chống chói Anti Glare",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 48 Wh",,False,i5 - 10300H,Vỏ nhựa - nắp lưng bằng kim loại,2.3kg,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,,,"Bluetooth v5.0
Wi-Fi 6",False,"Bluetooth v5.0
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,DTS X:Ultra Audio,649,"Laptop ASUS Gaming TUF FX506LHB-HN188W (i5-10300H/8GB/512GB/GTX1650 4GB/15.6"" IPS 144Hz/Windows 10) - Chính hãng"
650,90Hz,"90Hz 0.2ms, 600nits, 100% DCI-P3, Glossy display, Screen-to-body ratio: 86%",2880x1800,14 inch,,8GB,256GB SSD, Backlit Chiclet Keyboard ,"70WHrs, 3S1P, 3-cell Li-ion",,False,i5 - 12500H,Vỏ kim loại,1.6kg,31.71 x 22.20 x 1.99 cm,,,Wi-Fi 6,False,Wi-Fi 6,,,,Windows 11 Home,Windows 11 Home,SonicMaster,650,Laptop ASUS VivoBook 14X A1403ZA-KM161W (i5-12500H/8GB/256GB PCIE/14.0 WQXGA OLED/WIN11) - Chính hãng
651,144Hz,"Tấm nền IPS
Chống chói Anti Glare
Adaptive-Sync
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell Li-ion, 76 Wh",,False,I5 - 12450H,Vỏ nhựa,2kg,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home SL,Windows 11 Home SL,Hi-Res certificationDolby Atmos,651,"Laptop ASUS Gaming TUF Dash F15 FX517ZE-HN045W (i5-12450H/8GB/512GB/RTX 3050Ti 4GB/15.6"" FHD/Win11) - Chính hãng"
652,60Hz,"Anti-Glare, 45% NTSC",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3 cell, 42WHrs",45W AC Adapter,False,1125G4,Vỏ nhựa,1.4kg,17.9 x 324 x 214 mm,,,Bluetooth v5.0,False,Bluetooth v5.0,,Không,,Windows 11 Home,Windows 11 Home,Asus SonicMaster stereo,652,"Laptop Asus VivoBook A415EA-EB1750W - (i3-1125G4/RAM 8GB/256GB/14"" FHD/Win 11 Home) - Chính hãng"
653,60Hz,"LED Backlit, 220nits, 16:9, Anti-glare display, NTSC: 45%",1920x1080,14 inch,,4GB,512GB SSD,  Multi-touch touchpad,37WHrs Li-ion Battery,,False,R3 - 3250U,Vỏ nhựa,1.55Kg,357 x 230 x 19.9 mm (Dài x Cao x Dày),,,"Wi-Fi 5
Bluetooth 4.2",False,"Wi-Fi 5
Bluetooth 4.2",,,,Windows 10 bản quyền,Windows 10 bản quyền,SonicMaster,653,"Máy tính xách tay Asus Vivobook D415DA-EK852T (R3-3250U/4GB/512GB/Radeon/14"" FHD/Win10/Silver) - Chính hãng"
654,60Hz,"Tỷ lệ khung hình 16:9, Đèn nền LED, 250nits, Dải màu 45% NTSC, màn hình chống chói, Được chứng nhận bởi TÜV Rheinland, (Tỷ lệ màn hình trên thân máy)82%",1920×1080,14 inch,,8GB,512GB SSD, Bàn phím tiêu chuẩn ,"42WHrs, 3S1P, Li-ion 3 pin",Bộ sạc AC 45W,False,i3 - 1215U,,1.40 kg,324.9 x 213.9 x 17.9 mm,,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,SonicMaster,654,Laptop ASUS Vivobook 14 X1404ZA-NK386W (i3-1215U/8GB/512GB/14.0 FHD/WIN11/Xanh) - Chính hãng
655,60Hz,"Độ sáng 300nits
Độ phủ màu 45% NTSC
TÜV Rheinland-certified",1920x1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,50WHrs,,False,R5 - 7530U,Vỏ kim loại,1.5kg,31.32 x 22.76 x 1.89 (cm),,,"Wi-Fi 6E
Bluetooth v5.0",False,"Wi-Fi 6E
Bluetooth v5.0",,Có,,Windows 11 Home,Windows 11 Home,Harman/Kardon,655,"Laptop ASUS Vivobook S 14 Flip TN3402YA-LZ192W (R5-7530U/16GB/512GB/14"" FHD+ Cảm ứng/Windows 11/Kèm chuột) - Chính hãng"
656,60Hz,"16:10 aspect ratio, IPS, LED Backlit, 300nits, 45% NTSC color gamut, Glossy display, TÜV Rheinland-certified",1920x1200,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"50WHrs, 3S1P, 3-cell Li-ion",,False,R5 - 5600H,Vỏ kim loại,1.6kg,31.32 x 22.76 x 1.89 ~ 1.89 cm,,,"Wi-Fi 6
Bluetooth 5",False,"Wi-Fi 6
Bluetooth 5",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,Audio by Harman/Kardon,656,"Laptop ASUS Vivobook S 14 Flip TN3402QA-LZ019W, R5-5600H/8GB/512GB/14WUXGAT/Win11/Silver - Chính hãng"
657,60Hz,"250 nits, 45% NTSC, tỷ lệ 16:09, Anti-Glare",1920×1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,42 WHrs,45W,False,i5- 1235U,Vỏ nhựa,1.7 kg,359.7 x 232.5 x 17.9 cm,,,"Wifi
Bluetooth v5.3",False,"Wifi
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,,657,"Laptop Asus Vivobook 15 X1504ZA-NJ517W (i5-1235U/16GB/512GB/15.6""_FHD/Win11/Bạc) - Chính hãng"
658,60Hz,"Tần số làm mới 60Hz
250nits
Dải màu 45% NTSC
Màn hình chống chói
Được chứng nhận bởi TÜV Rheinland",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,42WHrs,,False,i5 - 1335U,,1.70kg,35.97 x 23.25 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth 5",True,"Wi-Fi 6E
Bluetooth 5",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp
hỗ trợ nhận dạng giọng Cortana",658,"Laptop ASUS VivoBook 15 X1504VA-NJ070W (i5-1335U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
659,120Hz,"600nits, 100% DCI-P3, Glossy display, Screen-to-body ratio: 86%, PANTONE Validated, VESA CERTIFIED Display HDR True Black 600",2880 x 1620,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,50WHrs,,False,i9 - 13900H,Nhựa,1.7 kg,35.68 x 22.76 x 1.99 cm,,,"Bluetooth 5.3
Wi-Fi 6E",False,"Bluetooth 5.3
Wi-Fi 6E",,,,Windows 11 Home,Windows 11 Home,SonicMaster,659,Laptop ASUS Vivobook 15 OLED A1505VA-MA469W (I9-13900H/16GB/512GB/15.6 2.8K OLED/Win11/Bạc) - Chính hãng
660,120Hz,"16"" 3.2K (3200 x 2000) OLED 16:10 aspect ratio, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping, Contrast ratio 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, Screen-to-body ratio: 83％, TÜV Rheinland-certified",3200x2000,16 inch,,16GB,512GB SSD," Phím Copilot, Hành trình phím 1,5mm ",75 Wh,,False,U7 - 155H,Kim loại,1.5kg,35.36 x 24.69 x 1.39 ~ 1.59 cm (13.92 inch x 9.72 inch x 0.55 inch ~ 0.63 inch),,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11,Windows 11,"Công nghệ Amply Thông minh
Loa tích hợp
Micro tích hợp
Micrô array tích hợp
harman/kardon (Dòng chính)",660,Laptop Asus VivoBook S 16 OLED S5606MA-MX051W (Ultra 7-155H/16GB/512GB PCIE/16.0 3.2K OLED/WIN11/Xanh/AI Copilot)
661,120Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 87%",2880x1800,14 inch,,32GB,1TB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U7 - 155H,Nhôm,1.20kg,31.24 x 22.01 x 1.49 ~ 1.49 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",661,"Laptop ASUS Zenbook 14 OLED UX3405MA-PP152W (Core Ultra 7 155H/32GB/1TB/Intel Arc/14"" 3K OLED 120Hz/Windows 11) - Chính hãng"
662,60Hz,"Độ phủ màu 45% NTSC, độ sáng 450 nits, Touch cảm ứng, xoay 360 độ, viền mỏng, phủ gương cường lực.",1920x1080,14 inch,,8GB,512GB SSD, Đang cập nhật ,"3 cell, 42WHrs",Đang cập nhật,False,R5 - 5500U,Nhựa,1.5Kg,32.40 x 22.00 x 1.82 ~ 1.82 cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,Touch,,Windows 11 Home,Windows 11 Home,Harman-kardon,662,"Máy tính xách tay Asus Vivobook Flip 14 TM420UA-EC181W (R5-5500U/4GB on board + 4GB/512GB/AMD Radeon /14"" FHD Touch/Win11/Bespoke Black) - Chính hãng"
663,120Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 87%",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U5 - 125H,Nhôm,1.20kg,31.24 x 22.01 x 1.49 ~ 1.49 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",663,"Laptop ASUS Zenbook 14 OLED UX3405MA-PP151W (Core Ultra 5 125H/16GB/512GB/Intel Arc/14"" 3K OLED 120Hz/Windows 11) - Chính hãng"
664,144Hz,"16:10, Anti-glare, 300nits",1920 x 1200,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,3 cell 50 Wh,,False,i5 - 12500H,,1.80 kg,358 x 249 x 18.9 mm,,,"Bluetooth 5.3
Wi-Fi 6E",False,"Bluetooth 5.3
Wi-Fi 6E",,,,Windows 11 Home,Windows 11 Home,2 Loa,664,Laptop ASUS Gaming Vivobook K3605ZF-RP634W (i5-12500/16GB/512GB/RTX2050/16 WUXGA/WIN11/Đen) - Chính hãng
665,144Hz,"Tỷ lệ 16:10, IPS-level Panel, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",1920x1200,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,4 Cells 75WHrs,,False,i5 - 12500H,"LCD cover (Aluminum), Top case (Plastic)",1.80 kg,358.6 x 249.1 x 18.9 mm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,SonicMaster,665,"Laptop Asus Gaming Vivobook 16X K3605ZC-RP564W (i5-12500H/16GB/512GB/RTX3050/16"" WUXGA/Win11/Đen) - Chính hãng"
666,60Hz,"Anti-Glare with 45% NTSC, NanoEdge",1920x1080,15.6 inch,,4GB,512GB SSD,  Multi-touch touchpad,3 Cells 42Wh,,False,i3 - 1115G4,Vỏ nhựa,1.55kg,35.9 x 23.5 x 1.79 cm,,,"802.11 AX
Bluetooth v5.0",False,"802.11 AX
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,Harman Kardon,666,"Máy tính xách tay Asus Vivobook A515EA-BQ1530W (i3-1115G4/4GB/512GB/15.6"" FHD/Win11/Silver) - Chính hãng"
667,60 Hz,"Tấm nền TN
Chống chói Anti Glare
250 nits",1920×1080,15.6 inch,,16GB,512GB SSD,TN  ,"3-cell Li-ion, 42 Wh",45W,False,7520U,Nhựa,1.63kg,360.3 x 232.5 x 17.9 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11,Windows 11,SonicMaster audio,667,Laptop ASUS Vivobook GO 15 E1504FA-NJ454W (R5-7520U/16GB/512GB PCIE/15.6 FHD/WIN11/Bạc) - Chính hãng
668,90Hz,"Thời gian phản hồi 0.2 ms
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
HDR True Black 600
1.07 tỷ màu
Giảm ánh sáng xanh
SGS Eye Care Display
Gamut mapping
Pantone",2880 x 1800,14.0 inch,,16GB,512GB SSD, Bàn phím Chiclet ,"50WHrs, 3S1P, 3-cell Li-ion",65W,False,12500H,Nhựa,1.60kg,317.1 x 222.0 x 19.9 mm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp",668,Laptop ASUS Vivobook 14 OLED A1405ZA-KM264W (I5-12500H/16GB/512GB PCEI/14.0 2.8K OLED/WIN11/Bạc) - Chính hãng
669,120 Hz,"Chống chói Anti Glare
LED Backlit
250 nits
WVA",1920 x 1080,15.6 inch,,16 GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41Wh",,False,i5 - 1235U,Vỏ nhựa,,358.5 mm - 235.56 mm - 18.99 mm,,,"Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",False,"Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",,,,Windows 11 Home SL,Windows 11 Home SL,Realtek Audio,669,Laptop Dell Inspiron 3520 N5I5057W1 (i5 1235U/16GB/512GB/15.6 inch FHD/ Win 11/Office24 +365 basic 1 năm/ Silver) - Chính hãng
670,120Hz,45% NTSC,1920 x 1200,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,4 cell 54 Wh,,False,i7 - 1355U,Nhựa,1.67 kg,358.50 x 235.56 x 18.99 mm,,,"Wifi 6E
802.11 ax
v5.3",False,"Wifi 6E
802.11 ax
v5.3",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,,670,Laptop Dell Inspiron 3530 N5I7305W1 (i7 1355U/16GB/512GB/ 15.6 inch FHD/ Win 11+Office/ Black) - Chính hãng
671,120Hz,Anti-glare,1920 x 1080,15.6 inch,,8GB,512GB SSD,  Touchpad supports four-finger gestures,3 Cell Int (41Wh),65W,False,i5 - 1235U,,1.64 kg,358.5 x 234.9 x 17.5,,,Bluetooth v5.0,False,Bluetooth v5.0,,,,Windows 10 Home SL,Windows 10 Home SL,Cirrus Logic HD Audio,671,Laptop Dell Inspiron 3520 (25P2311) (i5 1235U/8GB/512GB/15.6 inch FHD/Win11/OfficeHS21/Bạc)
672,60Hz,"250 nit, 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,IPS  ,3 Cell 54 Wh,,False,165U,Nhựa,1.62kg,20.80mm x 357.80mm x 233.30mm (H x W x D),,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,,672,Laptop Dell Latitude 5550 71047019 (U7-165U/16GB/512GB/15.6 FHD/WIN11/XÁM) - Chính hãng
673,165Hz,"Độ sáng 300 nit
Tính năng ComfortView Plus
Màn hình chống chói
Đèn nền LED
Khả năng hiển thị màu sắc: 100% sRGB",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"86WHrs, Li-ion 6 pin",,False,i7 - 13650HX,,2.81 kg,357.26 x 274.52 x 21.28 - 26.15 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,Realtek ALC3204,673,Laptop Dell Gaming G15 5530 (71045030) (i7-13650HX/16GB/512GB/RTX 3050/15.6 inch FHD 165Hz/Win 11+ Office/Xám) - Chính hãng
674,Đang cập nhật,,3200 x 2000,14.5 inch,,64GB,1TB SSD, Bàn phím tiêu chuẩn ,6 cell 69.5Wh,AC Adapter,False,U7 - 155H,,1.74Kg,18.3 x 320 x 216 mm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,Cảm ứng đa điểm,,Windows 11 Home 64 Single Language,Windows 11 Home 64 Single Language,"Waves MaxxAudio® Pro, 2W Stereo speaker",674,Laptop Dell XPS 14 9440 (71034921) (Ultra 7 155H/64GB/1TB/RTX 4050/14.5 inch 3.2K Touch/Win 11+Office/Đen) - Chính hãng
675,Đang cập nhật,Anti-Glare 500nits EyeSafe,1920 x 1200,13.4 inch,,16GB,1TB SSD,  Multi-touch touchpad,3Cell 55WHrs,,False,U5 - 125H,,1.19 kg,15.3 X 295.3 X 199.1 mm,,,"Wi-Fi 7
Bluetooth",False,"Wi-Fi 7
Bluetooth",,Cảm ứng đa điểm,,Windows 11Home,Windows 11Home,"Quad-speaker design (tweeter + woofer)
Realtek ALC1318",675,Laptop Dell XPS 13 9340 (71034922) (Ultra 5 125H/16GB/1TB/Intel Arc/13.4 inch FHD+/Win 11+Office/Bạc) - Chính hãng
676,120Hz,,1920 x 1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,3 cell 41 Wh,,False,i5 -1235U,,1.7 kg,358.5 x 234.9 x 17.5 cm,,,"WiFi
Bluetooth v5.0",False,"WiFi
Bluetooth v5.0",,,,Windows 11 Home SL,Windows 11 Home SL,,676,Laptop Dell Inspiron 15 3520 25P2312 (i5-1235U/16GB/512GB/Intel Iris Xe/15.6 inch FHD/Win 11+Office/Bạc)
677,120Hz,WVA,1920×1080,15.6 inch,,8GB,512GB SSD, English International Non-Backlit Keyboard ,3 cell / 41 Whr,,False,1235U,Nhựa,1.9 kg,358.5 x 235.56 x 16.96 mm,,,Bluetooth v5.2,False,Bluetooth v5.2,,,,Windows 11,Windows 11,Stereo speakers,677,Laptop Dell Inspiron 15 3520 (71043874) (i5-1235U/8GB/512GB/15.6 FHD/Win 11+Office/Đen) - Chính hãng
678,120 Hz,WVA,1920×1080,15.6 inch,,16 GB,512GB SSD,,4 cell / 54 Whr,65W,False,1355U,Vỏ nhựa,1.66 kg,358.5 x 235.56 x 18.99 mm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11,Windows 11,Realtek Audio,678,Laptop Dell Inspiron 3530 (71043888) (i7-1355U/16GB/512GB/15.6 inch FHD/Win 11+ Office/Silver) - Chính hãng
679,120Hz,,1920×1080,15.6 inch,,8GB,512GB SSD,  Precision Touchpad,3 cell / 41 Whr,65W,False,1305U,,1.65 kg,358.5 x 234.9 x 15.52 mm,,,Bluetooth v5.2,False,Bluetooth v5.2,,,,Windows 11,Windows 11,Stereo speakers,679,"Laptop Dell Inspiron 3530 (71043884) (i3-1305U/8GB/512GB/15.6"" FHD/Win 11 + Office/Đen) - Chính hãng"
680,Đang cập nhật,"AG, 250 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3- cell, 54Wh",,False,i5 - 1335U,,1.81 kg,359 x 239.7 x 18.1 mm,,,,False,,,Không,,Windows 11 Home,Windows 11 Home,,680,Laptop Dell Latitude 3550 71047018 (i5 - 1335U/16GB 512GB/15.6 inch FHD/Win 11/Đen) - Chính hãng
681,120Hz,WVA,1920×1080,15.6 inch,,16GB,512GB SSD, English International Non-Backlit Keyboard ,3 cell / 41 Whr,65W,False,1334U,Vỏ nhựa,1.66 kg,358.5 x 235.56 x 18.99 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11,Windows 11,Realtek Audio,681,Laptop Dell Inspiron 3530 (71043885) (i5-1334U/16GB/512GB/15.6 inch FHD/Win 11+ Office/Silver) - Chính hãng
682,120Hz,250 nits,1920×1080,15.6 inch,,8GB,512GB SSD,  Cảm ứng đa điểm,3 cell / 41 Whr,,False,1334U,Vỏ nhựa,1.66 Kg,358 x 235 x 16.69 mm,,,"1x1 WiFi
Bluetooth v5.2",False,"1x1 WiFi
Bluetooth v5.2",,,,Windows 11,Windows 11,,682,Laptop Dell Inspiron 3530 (71043887) (i5-1334U/8GB/512GB/15.6 inch FHD/Win 11 + Office/Đen) - Chính hãng
